#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 1.758717e+00  1.526937e+00 -2.317809e-01  2.178764e-01
 2.643339e+00  2.152622e+00 -4.907171e-01  1.759982e-01
 2.909667e+00  2.575169e+00 -3.344977e-01  1.662593e-01
 2.960348e+00  2.682108e+00 -2.782394e-01  1.645498e-01
 2.927587e+00  2.731158e+00 -1.964283e-01  1.656499e-01
 2.875554e+00  2.759231e+00 -1.163235e-01  1.674348e-01
 2.685293e+00  2.639637e+00 -4.565583e-02  1.743759e-01
 2.081119e+00  2.123418e+00  4.229875e-02  2.011497e-01
 1.057507e+00  1.299601e+00  2.420935e-01  2.439028e-01
 2.042141e-01  5.616812e-01  3.574671e-01  2.441042e-01
 2.087919e-02  3.888546e-01  3.679754e-01  2.441042e-01
 6.122781e-01  9.174175e-01  3.051395e-01  2.441042e-01
 1.720603e+00  1.737479e+00  1.687588e-02  2.198703e-01
 2.574574e+00  2.481121e+00 -9.345306e-02  1.787322e-01
 2.898985e+00  2.986118e+00  8.713338e-02  1.666253e-01
 2.958953e+00  3.158222e+00  1.992689e-01  1.645963e-01
 2.918949e+00  3.193250e+00  2.743012e-01  1.659430e-01
 2.850289e+00  3.019665e+00  1.693764e-01  1.683186e-01
 2.606833e+00  2.539417e+00 -6.741687e-02  1.774379e-01
 2.010017e+00  1.601578e+00 -4.084398e-01  2.047529e-01
 1.133431e+00  6.008098e-01 -5.326214e-01  2.430296e-01
 2.916353e-01 -3.545959e-02 -3.270949e-01  2.441042e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.441042e-01
 5.368411e-01  6.596128e-01  1.227717e-01  2.441042e-01
