#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 1.758717e+00  1.558177e+00 -2.005405e-01  2.178764e-01
 2.643339e+00  2.196640e+00 -4.466987e-01  1.759982e-01
 2.909667e+00  2.594767e+00 -3.148996e-01  1.662593e-01
 2.960348e+00  2.657285e+00 -3.030622e-01  1.645498e-01
 2.927587e+00  2.674542e+00 -2.530445e-01  1.656499e-01
 2.875554e+00  2.707343e+00 -1.682114e-01  1.674348e-01
 2.685293e+00  2.626312e+00 -5.898080e-02  1.743759e-01
 2.081119e+00  2.144692e+00  6.357287e-02  2.011497e-01
 1.057507e+00  1.328241e+00  2.707342e-01  2.439028e-01
 2.042141e-01  5.756243e-01  3.714102e-01  2.441042e-01
 2.087919e-02  3.899046e-01  3.690254e-01  2.441042e-01
 6.122781e-01  9.276635e-01  3.153854e-01  2.441042e-01
 1.720603e+00  1.774422e+00  5.381919e-02  2.198703e-01
 2.574574e+00  2.526337e+00 -4.823727e-02  1.787322e-01
 2.898985e+00  3.001570e+00  1.025848e-01  1.666253e-01
 2.958953e+00  3.127217e+00  1.682634e-01  1.645963e-01
 2.918949e+00  3.134861e+00  2.159123e-01  1.659430e-01
 2.850289e+00  2.975209e+00  1.249204e-01  1.683186e-01
 2.606833e+00  2.537873e+00 -6.896043e-02  1.774379e-01
 2.010017e+00  1.628736e+00 -3.812810e-01  2.047529e-01
 1.133431e+00  6.287860e-01 -5.046453e-01  2.430296e-01
 2.916353e-01 -2.285301e-02 -3.144884e-01  2.441042e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.441042e-01
 5.368411e-01  6.668978e-01  1.300568e-01  2.441042e-01
