#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.577629e+00 -6.333687e-01  1.256423e-01
 5.032700e+00  4.501444e+00 -5.312564e-01  1.282354e-01
 4.484340e+00  4.161885e+00 -3.224551e-01  1.372875e-01
 3.447220e+00  3.417310e+00 -2.990997e-02  1.607618e-01
 2.084374e+00  2.306701e+00  2.223277e-01  2.152171e-01
 7.998387e-01  1.037861e+00  2.380224e-01  2.613876e-01
 1.940469e-02  1.512331e-01  1.318284e-01  2.613876e-01
 2.921057e-05 -2.174274e-02 -2.177195e-02  2.613876e-01
 7.285977e-01  6.747773e-01 -5.382042e-02  2.613876e-01
 1.889364e+00  1.902768e+00  1.340415e-02  2.259503e-01
 2.942955e+00  3.044287e+00  1.013315e-01  1.768235e-01
 3.366410e+00  3.519155e+00  1.527454e-01  1.630800e-01
 2.942955e+00  3.044357e+00  1.014018e-01  1.768235e-01
 1.889362e+00  1.902011e+00  1.264917e-02  2.259504e-01
 7.285884e-01  7.039515e-01 -2.463695e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.512353e-01  1.318306e-01  2.613876e-01
 7.998387e-01  1.037881e+00  2.380422e-01  2.613876e-01
 2.084374e+00  2.306704e+00  2.223304e-01  2.152171e-01
 3.447223e+00  3.417164e+00 -3.005857e-02  1.607617e-01
 4.484344e+00  4.161248e+00 -3.230959e-01  1.372874e-01
 5.032698e+00  4.501334e+00 -5.313640e-01  1.282354e-01
 5.210998e+00  4.577225e+00 -6.337725e-01  1.256423e-01
 5.236732e+00  4.577941e+00 -6.587911e-01  1.252804e-01
