#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 1.982909e+00  1.989017e+00  6.107967e-03  1.904050e-01
 1.311862e+00  1.473515e+00  1.616530e-01  2.202942e-01
 5.008413e-01  7.114447e-01  2.106034e-01  2.254656e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.254656e-01
 7.201192e-02  9.053621e-02  1.852429e-02  2.254656e-01
 6.125667e-01  8.516580e-01  2.390913e-01  2.254656e-01
 1.341425e+00  1.498340e+00  1.569149e-01  2.193354e-01
 1.829615e+00  1.843439e+00  1.382373e-02  1.977974e-01
 2.075229e+00  2.151436e+00  7.620716e-02  1.860640e-01
 2.246819e+00  2.429412e+00  1.825925e-01  1.783411e-01
 2.361310e+00  2.489897e+00  1.285870e-01  1.734797e-01
 2.314953e+00  2.309516e+00 -5.437403e-03  1.754185e-01
 2.050665e+00  1.897653e+00 -1.530122e-01  1.872079e-01
 1.495590e+00  1.310443e+00 -1.851464e-01  2.134199e-01
 6.620377e-01  5.185762e-01 -1.434616e-01  2.254656e-01
 5.217741e-03 -1.746079e-01 -1.798256e-01  2.254656e-01
 1.497199e-01 -9.231927e-02 -2.420391e-01  2.254656e-01
 8.439427e-01  6.794566e-01 -1.644861e-01  2.254656e-01
 1.477901e+00  1.323704e+00 -1.541966e-01  2.141639e-01
 1.836285e+00  1.707912e+00 -1.283725e-01  1.974732e-01
 2.043462e+00  2.073804e+00  3.034179e-02  1.875450e-01
 2.207494e+00  2.382045e+00  1.745510e-01  1.800666e-01
 2.349869e+00  2.426170e+00  7.630088e-02  1.739544e-01
 2.319770e+00  2.272149e+00 -4.762129e-02  1.752152e-01
