#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.574558e+00 -6.364397e-01  1.256423e-01
 5.032700e+00  4.503782e+00 -5.289178e-01  1.282354e-01
 4.484340e+00  4.159593e+00 -3.247463e-01  1.372875e-01
 3.447220e+00  3.401991e+00 -4.522912e-02  1.607618e-01
 2.084374e+00  2.284220e+00  1.998467e-01  2.152171e-01
 7.998387e-01  1.020434e+00  2.205957e-01  2.613876e-01
 1.940469e-02  1.443419e-01  1.249373e-01  2.613876e-01
 2.921057e-05 -2.178752e-02 -2.181673e-02  2.613876e-01
 7.285977e-01  6.722951e-01 -5.630264e-02  2.613876e-01
 1.889364e+00  1.886977e+00 -2.387050e-03  2.259503e-01
 2.942955e+00  3.010293e+00  6.733792e-02  1.768235e-01
 3.366410e+00  3.476233e+00  1.098233e-01  1.630800e-01
 2.942955e+00  3.010364e+00  6.740847e-02  1.768235e-01
 1.889362e+00  1.886222e+00 -3.140376e-03  2.259504e-01
 7.285884e-01  7.014660e-01 -2.712238e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.443442e-01  1.249395e-01  2.613876e-01
 7.998387e-01  1.020454e+00  2.206155e-01  2.613876e-01
 2.084374e+00  2.284223e+00  1.998494e-01  2.152171e-01
 3.447223e+00  3.401846e+00 -4.537698e-02  1.607617e-01
 4.484344e+00  4.158957e+00 -3.253869e-01  1.372874e-01
 5.032698e+00  4.503672e+00 -5.290264e-01  1.282354e-01
 5.210998e+00  4.574121e+00 -6.368764e-01  1.256423e-01
 5.236732e+00  4.570724e+00 -6.660081e-01  1.252804e-01
