#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.579297e+00 -6.317009e-01  1.256423e-01
 5.032700e+00  4.501617e+00 -5.310837e-01  1.282354e-01
 4.484340e+00  4.160994e+00 -3.233456e-01  1.372875e-01
 3.447220e+00  3.416777e+00 -3.044325e-02  1.607618e-01
 2.084374e+00  2.307487e+00  2.231136e-01  2.152171e-01
 7.998387e-01  1.039432e+00  2.395938e-01  2.613876e-01
 1.940469e-02  1.523342e-01  1.329295e-01  2.613876e-01
 2.921057e-05 -2.174238e-02 -2.177159e-02  2.613876e-01
 7.285977e-01  6.741932e-01 -5.440447e-02  2.613876e-01
 1.889364e+00  1.902767e+00  1.340329e-02  2.259503e-01
 2.942955e+00  3.045565e+00  1.026099e-01  1.768235e-01
 3.366410e+00  3.521108e+00  1.546976e-01  1.630800e-01
 2.942955e+00  3.045635e+00  1.026803e-01  1.768235e-01
 1.889362e+00  1.902010e+00  1.264832e-02  2.259504e-01
 7.285884e-01  7.033677e-01 -2.522069e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.523364e-01  1.329317e-01  2.613876e-01
 7.998387e-01  1.039452e+00  2.396136e-01  2.613876e-01
 2.084374e+00  2.307490e+00  2.231163e-01  2.152171e-01
 3.447223e+00  3.416631e+00 -3.059185e-02  1.607617e-01
 4.484344e+00  4.160357e+00 -3.239865e-01  1.372874e-01
 5.032698e+00  4.501507e+00 -5.311914e-01  1.282354e-01
 5.210998e+00  4.578893e+00 -6.321045e-01  1.256423e-01
 5.236732e+00  4.580281e+00 -6.564511e-01  1.252804e-01
