#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.583766e+00 -6.272325e-01  1.256423e-01
 5.032700e+00  4.510404e+00 -5.222963e-01  1.282354e-01
 4.484340e+00  4.169354e+00 -3.149854e-01  1.372875e-01
 3.447220e+00  3.420302e+00 -2.691820e-02  1.607618e-01
 2.084374e+00  2.307995e+00  2.236208e-01  2.152171e-01
 7.998387e-01  1.040258e+00  2.404197e-01  2.613876e-01
 1.940469e-02  1.535092e-01  1.341045e-01  2.613876e-01
 2.921057e-05 -2.177135e-02 -2.180056e-02  2.613876e-01
 7.285977e-01  6.723560e-01 -5.624170e-02  2.613876e-01
 1.889364e+00  1.898821e+00  9.457227e-03  2.259503e-01
 2.942955e+00  3.039026e+00  9.607096e-02  1.768235e-01
 3.366410e+00  3.513176e+00  1.467659e-01  1.630800e-01
 2.942955e+00  3.039097e+00  9.614143e-02  1.768235e-01
 1.889362e+00  1.898065e+00  8.703419e-03  2.259504e-01
 7.285884e-01  7.015293e-01 -2.705908e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.535114e-01  1.341067e-01  2.613876e-01
 7.998387e-01  1.040278e+00  2.404395e-01  2.613876e-01
 2.084374e+00  2.307997e+00  2.236235e-01  2.152171e-01
 3.447223e+00  3.420157e+00 -2.706632e-02  1.607617e-01
 4.484344e+00  4.168718e+00 -3.156261e-01  1.372874e-01
 5.032698e+00  4.510294e+00 -5.224046e-01  1.282354e-01
 5.210998e+00  4.583340e+00 -6.276576e-01  1.256423e-01
 5.236732e+00  4.582010e+00 -6.547219e-01  1.252804e-01
