#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 1.081157e+00  1.034629e+00 -4.652768e-02  2.134019e-01
 1.011242e-01 -3.081445e-02 -1.319386e-01  2.137524e-01
 1.885039e-04 -1.564110e-03 -1.752614e-03  2.137524e-01
 7.574311e-01  8.677694e-01  1.103383e-01  2.137524e-01
 1.770055e+00  1.895097e+00  1.250415e-01  1.902647e-01
 2.247264e+00  2.359837e+00  1.125737e-01  1.690577e-01
 1.775893e+00  1.902180e+00  1.262869e-01  1.899961e-01
 7.686505e-01  8.757051e-01  1.070547e-01  2.137524e-01
 1.819903e-03  1.139134e-03 -6.807690e-04  2.137524e-01
 1.021146e-01 -3.089256e-02 -1.330071e-01  2.137524e-01
 1.075660e+00  1.026736e+00 -4.892450e-02  2.134476e-01
 1.904862e+00  2.038655e+00  1.337931e-01  1.840629e-01
 1.075864e+00  1.027028e+00 -4.883580e-02  2.134460e-01
 1.021245e-01 -3.134835e-02 -1.334729e-01  2.137524e-01
 1.434738e-03  1.655205e-03  2.204677e-04  2.137524e-01
 7.686049e-01  8.754838e-01  1.068789e-01  2.137524e-01
 1.775929e+00  1.902131e+00  1.262013e-01  1.899944e-01
 2.247218e+00  2.359940e+00  1.127220e-01  1.690596e-01
 1.770127e+00  1.895255e+00  1.251281e-01  1.902613e-01
 7.576089e-01  8.674840e-01  1.098751e-01  2.137524e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.137524e-01
 1.004672e-01 -3.071813e-02 -1.311853e-01  2.137524e-01
 1.081164e+00  1.034639e+00 -4.652545e-02  2.134018e-01
 1.904706e+00  2.029471e+00  1.247649e-01  1.840701e-01
