#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.577935e+00 -6.330629e-01  1.256423e-01
 5.032700e+00  4.501590e+00 -5.311099e-01  1.282354e-01
 4.484340e+00  4.161867e+00 -3.224731e-01  1.372875e-01
 3.447220e+00  3.417209e+00 -3.001089e-02  1.607618e-01
 2.084374e+00  2.306609e+00  2.222357e-01  2.152171e-01
 7.998387e-01  1.037809e+00  2.379707e-01  2.613876e-01
 1.940469e-02  1.512091e-01  1.318044e-01  2.613876e-01
 2.921057e-05 -2.174272e-02 -2.177193e-02  2.613876e-01
 7.285977e-01  6.748276e-01 -5.377015e-02  2.613876e-01
 1.889364e+00  1.902907e+00  1.354274e-02  2.259503e-01
 2.942955e+00  3.044521e+00  1.015660e-01  1.768235e-01
 3.366410e+00  3.519433e+00  1.530229e-01  1.630800e-01
 2.942955e+00  3.044592e+00  1.016363e-01  1.768235e-01
 1.889362e+00  1.902150e+00  1.278775e-02  2.259504e-01
 7.285884e-01  7.040018e-01 -2.458666e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.512113e-01  1.318067e-01  2.613876e-01
 7.998387e-01  1.037829e+00  2.379905e-01  2.613876e-01
 2.084374e+00  2.306612e+00  2.222384e-01  2.152171e-01
 3.447223e+00  3.417063e+00 -3.015949e-02  1.607617e-01
 4.484344e+00  4.161230e+00 -3.231139e-01  1.372874e-01
 5.032698e+00  4.501481e+00 -5.312175e-01  1.282354e-01
 5.210998e+00  4.577531e+00 -6.334666e-01  1.256423e-01
 5.236732e+00  4.578312e+00 -6.584203e-01  1.252804e-01
