#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 1.758717e+00  1.558355e+00 -2.003621e-01  2.178764e-01
 2.643339e+00  2.196616e+00 -4.467225e-01  1.759982e-01
 2.909667e+00  2.594406e+00 -3.152610e-01  1.662593e-01
 2.960348e+00  2.656789e+00 -3.035583e-01  1.645498e-01
 2.927587e+00  2.674225e+00 -2.533619e-01  1.656499e-01
 2.875554e+00  2.707396e+00 -1.681581e-01  1.674348e-01
 2.685293e+00  2.626670e+00 -5.862312e-02  1.743759e-01
 2.081119e+00  2.145017e+00  6.389856e-02  2.011497e-01
 1.057507e+00  1.328346e+00  2.708388e-01  2.439028e-01
 2.042141e-01  5.755837e-01  3.713696e-01  2.441042e-01
 2.087919e-02  3.899035e-01  3.690243e-01  2.441042e-01
 6.122781e-01  9.278129e-01  3.155348e-01  2.441042e-01
 1.720603e+00  1.774624e+00  5.402089e-02  2.198703e-01
 2.574574e+00  2.526290e+00 -4.828399e-02  1.787322e-01
 2.898985e+00  3.001190e+00  1.022053e-01  1.666253e-01
 2.958953e+00  3.126746e+00  1.677928e-01  1.645963e-01
 2.918949e+00  3.134620e+00  2.156712e-01  1.659430e-01
 2.850289e+00  2.975353e+00  1.250646e-01  1.683186e-01
 2.606833e+00  2.538259e+00 -6.857426e-02  1.774379e-01
 2.010017e+00  1.629027e+00 -3.809902e-01  2.047529e-01
 1.133431e+00  6.288657e-01 -5.045655e-01  2.430296e-01
 2.916353e-01 -2.288498e-02 -3.145203e-01  2.441042e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.441042e-01
 5.368411e-01  6.670222e-01  1.301811e-01  2.441042e-01
