#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.578081e+00 -6.329170e-01  1.256423e-01
 5.032700e+00  4.501136e+00 -5.315646e-01  1.282354e-01
 4.484340e+00  4.161253e+00 -3.230866e-01  1.372875e-01
 3.447220e+00  3.417367e+00 -2.985254e-02  1.607618e-01
 2.084374e+00  2.307963e+00  2.235895e-01  2.152171e-01
 7.998387e-01  1.039659e+00  2.398199e-01  2.613876e-01
 1.940469e-02  1.524099e-01  1.330053e-01  2.613876e-01
 2.921057e-05 -2.174247e-02 -2.177168e-02  2.613876e-01
 7.285977e-01  6.740461e-01 -5.455161e-02  2.613876e-01
 1.889364e+00  1.902320e+00  1.295583e-02  2.259503e-01
 2.942955e+00  3.044764e+00  1.018087e-01  1.768235e-01
 3.366410e+00  3.520142e+00  1.537323e-01  1.630800e-01
 2.942955e+00  3.044834e+00  1.018790e-01  1.768235e-01
 1.889362e+00  1.901563e+00  1.220085e-02  2.259504e-01
 7.285884e-01  7.032205e-01 -2.536790e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.524122e-01  1.330075e-01  2.613876e-01
 7.998387e-01  1.039678e+00  2.398397e-01  2.613876e-01
 2.084374e+00  2.307966e+00  2.235922e-01  2.152171e-01
 3.447223e+00  3.417222e+00 -3.000114e-02  1.607617e-01
 4.484344e+00  4.160617e+00 -3.237274e-01  1.372874e-01
 5.032698e+00  4.501026e+00 -5.316723e-01  1.282354e-01
 5.210998e+00  4.577677e+00 -6.333206e-01  1.256423e-01
 5.236732e+00  4.578763e+00 -6.579689e-01  1.252804e-01
