#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.577838e+00 -6.331598e-01  1.256423e-01
 5.032700e+00  4.501039e+00 -5.316608e-01  1.282354e-01
 4.484340e+00  4.161309e+00 -3.230308e-01  1.372875e-01
 3.447220e+00  3.417497e+00 -2.972283e-02  1.607618e-01
 2.084374e+00  2.308075e+00  2.237009e-01  2.152171e-01
 7.998387e-01  1.039718e+00  2.398789e-01  2.613876e-01
 1.940469e-02  1.524315e-01  1.330268e-01  2.613876e-01
 2.921057e-05 -2.174248e-02 -2.177169e-02  2.613876e-01
 7.285977e-01  6.740159e-01 -5.458181e-02  2.613876e-01
 1.889364e+00  1.902236e+00  1.287183e-02  2.259503e-01
 2.942955e+00  3.044619e+00  1.016634e-01  1.768235e-01
 3.366410e+00  3.519969e+00  1.535588e-01  1.630800e-01
 2.942955e+00  3.044689e+00  1.017337e-01  1.768235e-01
 1.889362e+00  1.901479e+00  1.211685e-02  2.259504e-01
 7.285884e-01  7.031903e-01 -2.539811e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.524337e-01  1.330291e-01  2.613876e-01
 7.998387e-01  1.039737e+00  2.398986e-01  2.613876e-01
 2.084374e+00  2.308077e+00  2.237036e-01  2.152171e-01
 3.447223e+00  3.417352e+00 -2.987143e-02  1.607617e-01
 4.484344e+00  4.160672e+00 -3.236716e-01  1.372874e-01
 5.032698e+00  4.500930e+00 -5.317685e-01  1.282354e-01
 5.210998e+00  4.577434e+00 -6.335635e-01  1.256423e-01
 5.236732e+00  4.578461e+00 -6.582712e-01  1.252804e-01
