#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.478197e+00 -7.328008e-01  1.256423e-01
 5.032700e+00  4.515442e+00 -5.172585e-01  1.282354e-01
 4.484340e+00  4.252218e+00 -2.321219e-01  1.372875e-01
 3.447220e+00  3.506996e+00  5.977590e-02  1.607618e-01
 2.084374e+00  2.360603e+00  2.762296e-01  2.152171e-01
 7.998387e-01  1.063708e+00  2.638698e-01  2.613876e-01
 1.940469e-02  1.619779e-01  1.425732e-01  2.613876e-01
 2.921057e-05 -2.190837e-02 -2.193758e-02  2.613876e-01
 7.285977e-01  6.580982e-01 -7.049948e-02  2.613876e-01
 1.889364e+00  1.848907e+00 -4.045651e-02  2.259503e-01
 2.942955e+00  2.934616e+00 -8.339382e-03  1.768235e-01
 3.366410e+00  3.379587e+00  1.317742e-02  1.630800e-01
 2.942955e+00  2.934687e+00 -8.268225e-03  1.768235e-01
 1.889362e+00  1.848156e+00 -4.120571e-02  2.259504e-01
 7.285884e-01  6.872566e-01 -4.133185e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.619802e-01  1.425755e-01  2.613876e-01
 7.998387e-01  1.063728e+00  2.638897e-01  2.613876e-01
 2.084374e+00  2.360606e+00  2.762324e-01  2.152171e-01
 3.447223e+00  3.506853e+00  5.962999e-02  1.607617e-01
 4.484344e+00  4.251583e+00 -2.327613e-01  1.372874e-01
 5.032698e+00  4.515329e+00 -5.173694e-01  1.282354e-01
 5.210998e+00  4.477672e+00 -7.333256e-01  1.256423e-01
 5.236732e+00  4.424205e+00 -8.125274e-01  1.252804e-01
