#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  3.427244e+00 -1.783755e+00  1.256423e-01
 5.032700e+00  4.072802e+00 -9.598981e-01  1.282354e-01
 4.484340e+00  4.475140e+00 -9.199979e-03  1.372875e-01
 3.447220e+00  4.114697e+00  6.674774e-01  1.607618e-01
 2.084374e+00  2.976940e+00  8.925666e-01  2.152171e-01
 7.998387e-01  1.486401e+00  6.865623e-01  2.613876e-01
 1.940469e-02  3.639549e-01  3.445502e-01  2.613876e-01
 2.921057e-05 -2.187464e-02 -2.190385e-02  2.613876e-01
 7.285977e-01  4.518879e-01 -2.767098e-01  2.613876e-01
 1.889364e+00  1.428885e+00 -4.604790e-01  2.259503e-01
 2.942955e+00  2.337902e+00 -6.050533e-01  1.768235e-01
 3.366410e+00  2.711846e+00 -6.545638e-01  1.630800e-01
 2.942955e+00  2.337973e+00 -6.049824e-01  1.768235e-01
 1.889362e+00  1.428131e+00 -4.612310e-01  2.259504e-01
 7.285884e-01  4.810339e-01 -2.475545e-01  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  3.639571e-01  3.445524e-01  2.613876e-01
 7.998387e-01  1.486421e+00  6.865822e-01  2.613876e-01
 2.084374e+00  2.976943e+00  8.925693e-01  2.152171e-01
 3.447223e+00  4.114554e+00  6.673308e-01  1.607617e-01
 4.484344e+00  4.474506e+00 -9.838235e-03  1.372874e-01
 5.032698e+00  4.072691e+00 -9.600077e-01  1.282354e-01
 5.210998e+00  3.426747e+00 -1.784250e+00  1.256423e-01
 5.236732e+00  3.131900e+00 -2.104832e+00  1.252804e-01
