#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.574487e+00 -6.365116e-01  1.256423e-01
 5.032700e+00  4.503684e+00 -5.290163e-01  1.282354e-01
 4.484340e+00  4.159508e+00 -3.248320e-01  1.372875e-01
 3.447220e+00  3.401946e+00 -4.527361e-02  1.607618e-01
 2.084374e+00  2.284196e+00  1.998227e-01  2.152171e-01
 7.998387e-01  1.020410e+00  2.205709e-01  2.613876e-01
 1.940469e-02  1.443244e-01  1.249197e-01  2.613876e-01
 2.921057e-05 -2.178729e-02 -2.181650e-02  2.613876e-01
 7.285977e-01  6.723049e-01 -5.629280e-02  2.613876e-01
 1.889364e+00  1.886985e+00 -2.378531e-03  2.259503e-01
 2.942955e+00  3.010303e+00  6.734748e-02  1.768235e-01
 3.366410e+00  3.476246e+00  1.098358e-01  1.630800e-01
 2.942955e+00  3.010373e+00  6.741802e-02  1.768235e-01
 1.889362e+00  1.886230e+00 -3.131865e-03  2.259504e-01
 7.285884e-01  7.014759e-01 -2.711253e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.443266e-01  1.249219e-01  2.613876e-01
 7.998387e-01  1.020429e+00  2.205907e-01  2.613876e-01
 2.084374e+00  2.284199e+00  1.998254e-01  2.152171e-01
 3.447223e+00  3.401802e+00 -4.542147e-02  1.607617e-01
 4.484344e+00  4.158871e+00 -3.254725e-01  1.372874e-01
 5.032698e+00  4.503574e+00 -5.291249e-01  1.282354e-01
 5.210998e+00  4.574050e+00 -6.369481e-01  1.256423e-01
 5.236732e+00  4.570671e+00 -6.660607e-01  1.252804e-01
