#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 1.081157e+00  1.032947e+00 -4.820973e-02  2.134019e-01
 1.011242e-01 -3.233074e-02 -1.334549e-01  2.137524e-01
 1.885039e-04 -1.564880e-03 -1.753384e-03  2.137524e-01
 7.574311e-01  8.709085e-01  1.134774e-01  2.137524e-01
 1.770055e+00  1.901856e+00  1.318011e-01  1.902647e-01
 2.247264e+00  2.368293e+00  1.210298e-01  1.690577e-01
 1.775893e+00  1.908944e+00  1.330507e-01  1.899961e-01
 7.686505e-01  8.788622e-01  1.102118e-01  2.137524e-01
 1.819903e-03  1.147383e-03 -6.725202e-04  2.137524e-01
 1.021146e-01 -3.240740e-02 -1.345220e-01  2.137524e-01
 1.075660e+00  1.025052e+00 -5.060797e-02  2.134476e-01
 1.904862e+00  2.037186e+00  1.323240e-01  1.840629e-01
 1.075864e+00  1.025344e+00 -5.051931e-02  2.134460e-01
 1.021245e-01 -3.286317e-02 -1.349877e-01  2.137524e-01
 1.434738e-03  1.663510e-03  2.287726e-04  2.137524e-01
 7.686049e-01  8.786407e-01  1.100358e-01  2.137524e-01
 1.775929e+00  1.908895e+00  1.329651e-01  1.899944e-01
 2.247218e+00  2.368397e+00  1.211781e-01  1.690596e-01
 1.770127e+00  1.902015e+00  1.318876e-01  1.902613e-01
 7.576089e-01  8.706229e-01  1.130140e-01  2.137524e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.137524e-01
 1.004672e-01 -3.223468e-02 -1.327018e-01  2.137524e-01
 1.081164e+00  1.032957e+00 -4.820749e-02  2.134018e-01
 1.904706e+00  2.028002e+00  1.232958e-01  1.840701e-01
