#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 1.982909e+00  2.030893e+00  4.798477e-02  1.904050e-01
 1.311862e+00  1.524757e+00  2.128949e-01  2.202942e-01
 5.008413e-01  7.411472e-01  2.403059e-01  2.254656e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.254656e-01
 7.201192e-02  6.498507e-02 -7.026848e-03  2.254656e-01
 6.125667e-01  7.970162e-01  1.844495e-01  2.254656e-01
 1.341425e+00  1.403896e+00  6.247029e-02  2.193354e-01
 1.829615e+00  1.708558e+00 -1.210572e-01  1.977974e-01
 2.075229e+00  1.999050e+00 -7.617893e-02  1.860640e-01
 2.246819e+00  2.300248e+00  5.342853e-02  1.783411e-01
 2.361310e+00  2.419855e+00  5.854483e-02  1.734797e-01
 2.314953e+00  2.305353e+00 -9.600089e-03  1.754185e-01
 2.050665e+00  1.939110e+00 -1.115558e-01  1.872079e-01
 1.495590e+00  1.362292e+00 -1.332979e-01  2.134199e-01
 6.620377e-01  5.504532e-01 -1.115845e-01  2.254656e-01
 5.217741e-03 -1.728750e-01 -1.780927e-01  2.254656e-01
 1.497199e-01 -1.168873e-01 -2.666072e-01  2.254656e-01
 8.439427e-01  6.252048e-01 -2.187379e-01  2.254656e-01
 1.477901e+00  1.228960e+00 -2.489405e-01  2.141639e-01
 1.836285e+00  1.572770e+00 -2.635150e-01  1.974732e-01
 2.043462e+00  1.921336e+00 -1.221259e-01  1.875450e-01
 2.207494e+00  2.253894e+00  4.640043e-02  1.800666e-01
 2.349869e+00  2.357810e+00  7.940336e-03  1.739544e-01
 2.319770e+00  2.269116e+00 -5.065378e-02  1.752152e-01
