#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.574515e+00 -6.364830e-01  1.256423e-01
 5.032700e+00  4.503670e+00 -5.290298e-01  1.282354e-01
 4.484340e+00  4.159463e+00 -3.248773e-01  1.372875e-01
 3.447220e+00  3.401903e+00 -4.531654e-02  1.607618e-01
 2.084374e+00  2.284181e+00  1.998070e-01  2.152171e-01
 7.998387e-01  1.020417e+00  2.205786e-01  2.613876e-01
 1.940469e-02  1.443357e-01  1.249310e-01  2.613876e-01
 2.921057e-05 -2.178726e-02 -2.181647e-02  2.613876e-01
 7.285977e-01  6.722940e-01 -5.630371e-02  2.613876e-01
 1.889364e+00  1.886977e+00 -2.386811e-03  2.259503e-01
 2.942955e+00  3.010309e+00  6.735390e-02  1.768235e-01
 3.366410e+00  3.476261e+00  1.098511e-01  1.630800e-01
 2.942955e+00  3.010380e+00  6.742445e-02  1.768235e-01
 1.889362e+00  1.886222e+00 -3.140146e-03  2.259504e-01
 7.285884e-01  7.014650e-01 -2.712343e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.443379e-01  1.249333e-01  2.613876e-01
 7.998387e-01  1.020437e+00  2.205985e-01  2.613876e-01
 2.084374e+00  2.284183e+00  1.998097e-01  2.152171e-01
 3.447223e+00  3.401759e+00 -4.546440e-02  1.607617e-01
 4.484344e+00  4.158826e+00 -3.255178e-01  1.372874e-01
 5.032698e+00  4.503560e+00 -5.291384e-01  1.282354e-01
 5.210998e+00  4.574078e+00 -6.369195e-01  1.256423e-01
 5.236732e+00  4.570719e+00 -6.660132e-01  1.252804e-01
