#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 1.758717e+00  1.524076e+00 -2.346412e-01  2.178764e-01
 2.643339e+00  2.150798e+00 -4.925414e-01  1.759982e-01
 2.909667e+00  2.576523e+00 -3.331437e-01  1.662593e-01
 2.960348e+00  2.686080e+00 -2.742677e-01  1.645498e-01
 2.927587e+00  2.735298e+00 -1.922883e-01  1.656499e-01
 2.875554e+00  2.760809e+00 -1.147456e-01  1.674348e-01
 2.685293e+00  2.637883e+00 -4.740988e-02  1.743759e-01
 2.081119e+00  2.120318e+00  3.919950e-02  2.011497e-01
 1.057507e+00  1.297693e+00  2.401856e-01  2.439028e-01
 2.042141e-01  5.615077e-01  3.572935e-01  2.441042e-01
 2.087919e-02  3.890021e-01  3.681229e-01  2.441042e-01
 6.122781e-01  9.161099e-01  3.038319e-01  2.441042e-01
 1.720603e+00  1.734679e+00  1.407677e-02  2.198703e-01
 2.574574e+00  2.479599e+00 -9.497510e-02  1.787322e-01
 2.898985e+00  2.987975e+00  8.898993e-02  1.666253e-01
 2.958953e+00  3.162540e+00  2.035868e-01  1.645963e-01
 2.918949e+00  3.197276e+00  2.783274e-01  1.659430e-01
 2.850289e+00  3.020639e+00  1.703500e-01  1.683186e-01
 2.606833e+00  2.537157e+00 -6.967697e-02  1.774379e-01
 2.010017e+00  1.598674e+00 -4.113438e-01  2.047529e-01
 1.133431e+00  5.993457e-01 -5.340855e-01  2.430296e-01
 2.916353e-01 -3.541349e-02 -3.270488e-01  2.441042e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.441042e-01
 5.368411e-01  6.581178e-01  1.212767e-01  2.441042e-01
