#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.585731e+00 -6.252667e-01  1.256423e-01
 5.032700e+00  4.513630e+00 -5.190705e-01  1.282354e-01
 4.484340e+00  4.172132e+00 -3.122078e-01  1.372875e-01
 3.447220e+00  3.421139e+00 -2.608077e-02  1.607618e-01
 2.084374e+00  2.307605e+00  2.232317e-01  2.152171e-01
 7.998387e-01  1.039962e+00  2.401234e-01  2.613876e-01
 1.940469e-02  1.535501e-01  1.341454e-01  2.613876e-01
 2.921057e-05 -2.178073e-02 -2.180994e-02  2.613876e-01
 7.285977e-01  6.720474e-01 -5.655026e-02  2.613876e-01
 1.889364e+00  1.897931e+00  8.567517e-03  2.259503e-01
 2.942955e+00  3.037221e+00  9.426537e-02  1.768235e-01
 3.366410e+00  3.510850e+00  1.444397e-01  1.630800e-01
 2.942955e+00  3.037291e+00  9.433589e-02  1.768235e-01
 1.889362e+00  1.897176e+00  7.814080e-03  2.259504e-01
 7.285884e-01  7.012204e-01 -2.736806e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.535523e-01  1.341476e-01  2.613876e-01
 7.998387e-01  1.039982e+00  2.401433e-01  2.613876e-01
 2.084374e+00  2.307608e+00  2.232344e-01  2.152171e-01
 3.447223e+00  3.420994e+00 -2.622874e-02  1.607617e-01
 4.484344e+00  4.171495e+00 -3.128485e-01  1.372874e-01
 5.032698e+00  4.513519e+00 -5.191790e-01  1.282354e-01
 5.210998e+00  4.585299e+00 -6.256988e-01  1.256423e-01
 5.236732e+00  4.583116e+00 -6.536164e-01  1.252804e-01
