#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.613907e+00 -5.970912e-01  1.256423e-01
 5.032700e+00  4.564668e+00 -4.680322e-01  1.282354e-01
 4.484340e+00  4.213615e+00 -2.707250e-01  1.372875e-01
 3.447220e+00  3.424893e+00 -2.232745e-02  1.607618e-01
 2.084374e+00  2.284988e+00  2.006140e-01  2.152171e-01
 7.998387e-01  1.017008e+00  2.171694e-01  2.613876e-01
 1.940469e-02  1.424114e-01  1.230067e-01  2.613876e-01
 2.921057e-05 -2.191193e-02 -2.194114e-02  2.613876e-01
 7.285977e-01  6.765084e-01 -5.208929e-02  2.613876e-01
 1.889364e+00  1.892709e+00  3.344872e-03  2.259503e-01
 2.942955e+00  3.007826e+00  6.487081e-02  1.768235e-01
 3.366410e+00  3.466948e+00  1.005380e-01  1.630800e-01
 2.942955e+00  3.007897e+00  6.494200e-02  1.768235e-01
 1.889362e+00  1.891958e+00  2.596386e-03  2.259504e-01
 7.285884e-01  7.056726e-01 -2.291582e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.424136e-01  1.230089e-01  2.613876e-01
 7.998387e-01  1.017028e+00  2.171894e-01  2.613876e-01
 2.084374e+00  2.284991e+00  2.006168e-01  2.152171e-01
 3.447223e+00  3.424750e+00 -2.247327e-02  1.607617e-01
 4.484344e+00  4.212979e+00 -2.713649e-01  1.372874e-01
 5.032698e+00  4.564555e+00 -4.681435e-01  1.282354e-01
 5.210998e+00  4.613378e+00 -5.976200e-01  1.256423e-01
 5.236732e+00  4.595378e+00 -6.413540e-01  1.252804e-01
