#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 1.758717e+00  1.558021e+00 -2.006966e-01  2.178764e-01
 2.643339e+00  2.196346e+00 -4.469931e-01  1.759982e-01
 2.909667e+00  2.594361e+00 -3.153057e-01  1.662593e-01
 2.960348e+00  2.656907e+00 -3.034402e-01  1.645498e-01
 2.927587e+00  2.674349e+00 -2.532379e-01  1.656499e-01
 2.875554e+00  2.707420e+00 -1.681339e-01  1.674348e-01
 2.685293e+00  2.626626e+00 -5.866701e-02  1.743759e-01
 2.081119e+00  2.145060e+00  6.394123e-02  2.011497e-01
 1.057507e+00  1.328509e+00  2.710019e-01  2.439028e-01
 2.042141e-01  5.757470e-01  3.715329e-01  2.441042e-01
 2.087919e-02  3.899137e-01  3.690345e-01  2.441042e-01
 6.122781e-01  9.275975e-01  3.153194e-01  2.441042e-01
 1.720603e+00  1.774268e+00  5.366497e-02  2.198703e-01
 2.574574e+00  2.526034e+00 -4.854065e-02  1.787322e-01
 2.898985e+00  3.001167e+00  1.021823e-01  1.666253e-01
 2.958953e+00  3.126865e+00  1.679119e-01  1.645963e-01
 2.918949e+00  3.134717e+00  2.157682e-01  1.659430e-01
 2.850289e+00  2.975345e+00  1.250561e-01  1.683186e-01
 2.606833e+00  2.538215e+00 -6.861876e-02  1.774379e-01
 2.010017e+00  1.629091e+00 -3.809266e-01  2.047529e-01
 1.133431e+00  6.290286e-01 -5.044026e-01  2.430296e-01
 2.916353e-01 -2.274388e-02 -3.143792e-01  2.441042e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.441042e-01
 5.368411e-01  6.668233e-01  1.299822e-01  2.441042e-01
