#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.578151e+00 -6.328472e-01  1.256423e-01
 5.032700e+00  4.501487e+00 -5.312132e-01  1.282354e-01
 4.484340e+00  4.161519e+00 -3.228210e-01  1.372875e-01
 3.447220e+00  3.416906e+00 -3.031380e-02  1.607618e-01
 2.084374e+00  2.306580e+00  2.222060e-01  2.152171e-01
 7.998387e-01  1.037996e+00  2.381570e-01  2.613876e-01
 1.940469e-02  1.513819e-01  1.319772e-01  2.613876e-01
 2.921057e-05 -2.174266e-02 -2.177187e-02  2.613876e-01
 7.285977e-01  6.746813e-01 -5.391639e-02  2.613876e-01
 1.889364e+00  1.902771e+00  1.340766e-02  2.259503e-01
 2.942955e+00  3.044519e+00  1.015637e-01  1.768235e-01
 3.366410e+00  3.519510e+00  1.531002e-01  1.630800e-01
 2.942955e+00  3.044589e+00  1.016340e-01  1.768235e-01
 1.889362e+00  1.902015e+00  1.265268e-02  2.259504e-01
 7.285884e-01  7.038556e-01 -2.473285e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.513841e-01  1.319794e-01  2.613876e-01
 7.998387e-01  1.038015e+00  2.381768e-01  2.613876e-01
 2.084374e+00  2.306582e+00  2.222087e-01  2.152171e-01
 3.447223e+00  3.416761e+00 -3.046239e-02  1.607617e-01
 4.484344e+00  4.160882e+00 -3.234618e-01  1.372874e-01
 5.032698e+00  4.501378e+00 -5.313209e-01  1.282354e-01
 5.210998e+00  4.577747e+00 -6.332510e-01  1.256423e-01
 5.236732e+00  4.578668e+00 -6.580641e-01  1.252804e-01
