#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.578960e+00 -6.320378e-01  1.256423e-01
 5.032700e+00  4.501480e+00 -5.312203e-01  1.282354e-01
 4.484340e+00  4.161067e+00 -3.232729e-01  1.372875e-01
 3.447220e+00  3.416957e+00 -3.026348e-02  1.607618e-01
 2.084374e+00  2.307651e+00  2.232774e-01  2.152171e-01
 7.998387e-01  1.039529e+00  2.396905e-01  2.613876e-01
 1.940469e-02  1.523748e-01  1.329701e-01  2.613876e-01
 2.921057e-05 -2.174240e-02 -2.177161e-02  2.613876e-01
 7.285977e-01  6.741425e-01 -5.445518e-02  2.613876e-01
 1.889364e+00  1.902640e+00  1.327624e-02  2.259503e-01
 2.942955e+00  3.045356e+00  1.024012e-01  1.768235e-01
 3.366410e+00  3.520862e+00  1.544521e-01  1.630800e-01
 2.942955e+00  3.045427e+00  1.024716e-01  1.768235e-01
 1.889362e+00  1.901883e+00  1.252126e-02  2.259504e-01
 7.285884e-01  7.033170e-01 -2.527142e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.523770e-01  1.329724e-01  2.613876e-01
 7.998387e-01  1.039549e+00  2.397103e-01  2.613876e-01
 2.084374e+00  2.307654e+00  2.232801e-01  2.152171e-01
 3.447223e+00  3.416811e+00 -3.041208e-02  1.607617e-01
 4.484344e+00  4.160430e+00 -3.239137e-01  1.372874e-01
 5.032698e+00  4.501371e+00 -5.313279e-01  1.282354e-01
 5.210998e+00  4.578556e+00 -6.324414e-01  1.256423e-01
 5.236732e+00  4.579863e+00 -6.568691e-01  1.252804e-01
