#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.578979e+00 -6.320186e-01  1.256423e-01
 5.032700e+00  4.501487e+00 -5.312133e-01  1.282354e-01
 4.484340e+00  4.161061e+00 -3.232791e-01  1.372875e-01
 3.447220e+00  3.416943e+00 -3.027720e-02  1.607618e-01
 2.084374e+00  2.307638e+00  2.232640e-01  2.152171e-01
 7.998387e-01  1.039520e+00  2.396817e-01  2.613876e-01
 1.940469e-02  1.523709e-01  1.329662e-01  2.613876e-01
 2.921057e-05 -2.174239e-02 -2.177161e-02  2.613876e-01
 7.285977e-01  6.741457e-01 -5.445203e-02  2.613876e-01
 1.889364e+00  1.902646e+00  1.328240e-02  2.259503e-01
 2.942955e+00  3.045365e+00  1.024101e-01  1.768235e-01
 3.366410e+00  3.520872e+00  1.544622e-01  1.630800e-01
 2.942955e+00  3.045436e+00  1.024805e-01  1.768235e-01
 1.889362e+00  1.901889e+00  1.252742e-02  2.259504e-01
 7.285884e-01  7.033202e-01 -2.526827e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.523732e-01  1.329685e-01  2.613876e-01
 7.998387e-01  1.039540e+00  2.397015e-01  2.613876e-01
 2.084374e+00  2.307640e+00  2.232667e-01  2.152171e-01
 3.447223e+00  3.416797e+00 -3.042580e-02  1.607617e-01
 4.484344e+00  4.160424e+00 -3.239199e-01  1.372874e-01
 5.032698e+00  4.501378e+00 -5.313209e-01  1.282354e-01
 5.210998e+00  4.578576e+00 -6.324223e-01  1.256423e-01
 5.236732e+00  4.579887e+00 -6.568452e-01  1.252804e-01
