#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 1.982909e+00  2.031134e+00  4.822490e-02  1.904050e-01
 1.311862e+00  1.524980e+00  2.131170e-01  2.202942e-01
 5.008413e-01  7.412806e-01  2.404393e-01  2.254656e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.254656e-01
 7.201192e-02  6.484812e-02 -7.163797e-03  2.254656e-01
 6.125667e-01  7.967454e-01  1.841787e-01  2.254656e-01
 1.341425e+00  1.403564e+00  6.213840e-02  2.193354e-01
 1.829615e+00  1.708307e+00 -1.213080e-01  1.977974e-01
 2.075229e+00  1.998991e+00 -7.623750e-02  1.860640e-01
 2.246819e+00  2.300363e+00  5.354370e-02  1.783411e-01
 2.361310e+00  2.420056e+00  5.874587e-02  1.734797e-01
 2.314953e+00  2.305577e+00 -9.375933e-03  1.754185e-01
 2.050665e+00  1.939344e+00 -1.113208e-01  1.872079e-01
 1.495590e+00  1.362511e+00 -1.330782e-01  2.134199e-01
 6.620377e-01  5.505894e-01 -1.114484e-01  2.254656e-01
 5.217741e-03 -1.728733e-01 -1.780910e-01  2.254656e-01
 1.497199e-01 -1.170153e-01 -2.667351e-01  2.254656e-01
 8.439427e-01  6.249421e-01 -2.190006e-01  2.254656e-01
 1.477901e+00  1.228633e+00 -2.492682e-01  2.141639e-01
 1.836285e+00  1.572522e+00 -2.637625e-01  1.974732e-01
 2.043462e+00  1.921277e+00 -1.221850e-01  1.875450e-01
 2.207494e+00  2.254017e+00  4.652371e-02  1.800666e-01
 2.349869e+00  2.358025e+00  8.155335e-03  1.739544e-01
 2.319770e+00  2.269352e+00 -5.041854e-02  1.752152e-01
