#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.579717e+00 -6.312812e-01  1.256423e-01
 5.032700e+00  4.501827e+00 -5.308728e-01  1.282354e-01
 4.484340e+00  4.160936e+00 -3.234034e-01  1.372875e-01
 3.447220e+00  3.416491e+00 -3.072857e-02  1.607618e-01
 2.084374e+00  2.307100e+00  2.227266e-01  2.152171e-01
 7.998387e-01  1.039093e+00  2.392539e-01  2.613876e-01
 1.940469e-02  1.521484e-01  1.327438e-01  2.613876e-01
 2.921057e-05 -2.174238e-02 -2.177159e-02  2.613876e-01
 7.285977e-01  6.743377e-01 -5.426004e-02  2.613876e-01
 1.889364e+00  1.902978e+00  1.361403e-02  2.259503e-01
 2.942955e+00  3.045781e+00  1.028256e-01  1.768235e-01
 3.366410e+00  3.521316e+00  1.549059e-01  1.630800e-01
 2.942955e+00  3.045851e+00  1.028959e-01  1.768235e-01
 1.889362e+00  1.902221e+00  1.285906e-02  2.259504e-01
 7.285884e-01  7.035122e-01 -2.507626e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.521507e-01  1.327460e-01  2.613876e-01
 7.998387e-01  1.039112e+00  2.392737e-01  2.613876e-01
 2.084374e+00  2.307103e+00  2.227293e-01  2.152171e-01
 3.447223e+00  3.416346e+00 -3.087717e-02  1.607617e-01
 4.484344e+00  4.160300e+00 -3.240442e-01  1.372874e-01
 5.032698e+00  4.501718e+00 -5.309805e-01  1.282354e-01
 5.210998e+00  4.579313e+00 -6.316848e-01  1.256423e-01
 5.236732e+00  4.580778e+00 -6.559536e-01  1.252804e-01
