#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 1.982909e+00  2.030940e+00  4.803094e-02  1.904050e-01
 1.311862e+00  1.524775e+00  2.129126e-01  2.202942e-01
 5.008413e-01  7.411309e-01  2.402896e-01  2.254656e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.254656e-01
 7.201192e-02  6.500830e-02 -7.003624e-03  2.254656e-01
 6.125667e-01  7.970343e-01  1.844676e-01  2.254656e-01
 1.341425e+00  1.403850e+00  6.242439e-02  2.193354e-01
 1.829615e+00  1.708404e+00 -1.212110e-01  1.977974e-01
 2.075229e+00  1.998826e+00 -7.640333e-02  1.860640e-01
 2.246819e+00  2.300039e+00  5.321928e-02  1.783411e-01
 2.361310e+00  2.419743e+00  5.843304e-02  1.734797e-01
 2.314953e+00  2.305346e+00 -9.607056e-03  1.754185e-01
 2.050665e+00  1.939149e+00 -1.115166e-01  1.872079e-01
 1.495590e+00  1.362296e+00 -1.332931e-01  2.134199e-01
 6.620377e-01  5.504181e-01 -1.116196e-01  2.254656e-01
 5.217741e-03 -1.728944e-01 -1.781122e-01  2.254656e-01
 1.497199e-01 -1.168762e-01 -2.665960e-01  2.254656e-01
 8.439427e-01  6.252165e-01 -2.187262e-01  2.254656e-01
 1.477901e+00  1.228907e+00 -2.489938e-01  2.141639e-01
 1.836285e+00  1.572609e+00 -2.636752e-01  1.974732e-01
 2.043462e+00  1.921106e+00 -1.223558e-01  1.875450e-01
 2.207494e+00  2.253687e+00  4.619356e-02  1.800666e-01
 2.349869e+00  2.357706e+00  7.836349e-03  1.739544e-01
 2.319770e+00  2.269118e+00 -5.065248e-02  1.752152e-01
