#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.614024e+00 -5.969741e-01  1.256423e-01
 5.032700e+00  4.564834e+00 -4.678665e-01  1.282354e-01
 4.484340e+00  4.213775e+00 -2.705648e-01  1.372875e-01
 3.447220e+00  3.424965e+00 -2.225523e-02  1.607618e-01
 2.084374e+00  2.284944e+00  2.005704e-01  2.152171e-01
 7.998387e-01  1.016900e+00  2.170608e-01  2.613876e-01
 1.940469e-02  1.423239e-01  1.229192e-01  2.613876e-01
 2.921057e-05 -2.191198e-02 -2.194119e-02  2.613876e-01
 7.285977e-01  6.766089e-01 -5.198879e-02  2.613876e-01
 1.889364e+00  1.892865e+00  3.501695e-03  2.259503e-01
 2.942955e+00  3.007979e+00  6.502419e-02  1.768235e-01
 3.366410e+00  3.467087e+00  1.006772e-01  1.630800e-01
 2.942955e+00  3.008051e+00  6.509538e-02  1.768235e-01
 1.889362e+00  1.892115e+00  2.753209e-03  2.259504e-01
 7.285884e-01  7.057731e-01 -2.281534e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.423262e-01  1.229215e-01  2.613876e-01
 7.998387e-01  1.016920e+00  2.170808e-01  2.613876e-01
 2.084374e+00  2.284947e+00  2.005732e-01  2.152171e-01
 3.447223e+00  3.424822e+00 -2.240105e-02  1.607617e-01
 4.484344e+00  4.213139e+00 -2.712048e-01  1.372874e-01
 5.032698e+00  4.564721e+00 -4.679778e-01  1.282354e-01
 5.210998e+00  4.613495e+00 -5.975030e-01  1.256423e-01
 5.236732e+00  4.595467e+00 -6.412655e-01  1.252804e-01
