#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 1.758717e+00  1.542955e+00 -2.157621e-01  2.178764e-01
 2.643339e+00  2.120677e+00 -5.226615e-01  1.759982e-01
 2.909667e+00  2.492874e+00 -4.167922e-01  1.662593e-01
 2.960348e+00  2.591461e+00 -3.688861e-01  1.645498e-01
 2.927587e+00  2.663720e+00 -2.638670e-01  1.656499e-01
 2.875554e+00  2.698561e+00 -1.769935e-01  1.674348e-01
 2.685293e+00  2.548539e+00 -1.367543e-01  1.743759e-01
 2.081119e+00  1.976171e+00 -1.049479e-01  2.011497e-01
 1.057507e+00  1.149073e+00  9.156543e-02  2.439028e-01
 2.042141e-01  4.775598e-01  2.733457e-01  2.441042e-01
 2.087919e-02  3.922422e-01  3.713631e-01  2.441042e-01
 6.122781e-01  9.668407e-01  3.545627e-01  2.441042e-01
 1.720603e+00  1.763382e+00  4.277974e-02  2.198703e-01
 2.574574e+00  2.445977e+00 -1.285975e-01  1.787322e-01
 2.898985e+00  2.903162e+00  4.177226e-03  1.666253e-01
 2.958953e+00  3.073286e+00  1.143331e-01  1.645963e-01
 2.918949e+00  3.133052e+00  2.141033e-01  1.659430e-01
 2.850289e+00  2.957535e+00  1.072465e-01  1.683186e-01
 2.606833e+00  2.433719e+00 -1.731143e-01  1.774379e-01
 2.010017e+00  1.450457e+00 -5.595599e-01  2.047529e-01
 1.133431e+00  4.629168e-01 -6.705144e-01  2.430296e-01
 2.916353e-01 -1.051364e-01 -3.967717e-01  2.441042e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.441042e-01
 5.368411e-01  6.948787e-01  1.580377e-01  2.441042e-01
