#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 1.982909e+00  1.980754e+00 -2.154870e-03  1.904050e-01
 1.311862e+00  1.478133e+00  1.662710e-01  2.202942e-01
 5.008413e-01  7.164437e-01  2.156024e-01  2.254656e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.254656e-01
 7.201192e-02  8.828122e-02  1.626930e-02  2.254656e-01
 6.125667e-01  8.525271e-01  2.399604e-01  2.254656e-01
 1.341425e+00  1.504877e+00  1.634520e-01  2.193354e-01
 1.829615e+00  1.847842e+00  1.822752e-02  1.977974e-01
 2.075229e+00  2.141016e+00  6.578675e-02  1.860640e-01
 2.246819e+00  2.400122e+00  1.533022e-01  1.783411e-01
 2.361310e+00  2.453968e+00  9.265812e-02  1.734797e-01
 2.314953e+00  2.283127e+00 -3.182588e-02  1.754185e-01
 2.050665e+00  1.888802e+00 -1.618635e-01  1.872079e-01
 1.495590e+00  1.314134e+00 -1.814558e-01  2.134199e-01
 6.620377e-01  5.228809e-01 -1.391569e-01  2.254656e-01
 5.217741e-03 -1.747898e-01 -1.800075e-01  2.254656e-01
 1.497199e-01 -9.436304e-02 -2.440829e-01  2.254656e-01
 8.439427e-01  6.804994e-01 -1.634433e-01  2.254656e-01
 1.477901e+00  1.330266e+00 -1.476350e-01  2.141639e-01
 1.836285e+00  1.712190e+00 -1.240945e-01  1.974732e-01
 2.043462e+00  2.063078e+00  1.961596e-02  1.875450e-01
 2.207494e+00  2.352576e+00  1.450827e-01  1.800666e-01
 2.349869e+00  2.390495e+00  4.062519e-02  1.739544e-01
 2.319770e+00  2.246409e+00 -7.336137e-02  1.752152e-01
