#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.574182e+00 -6.368156e-01  1.256423e-01
 5.032700e+00  4.503128e+00 -5.295724e-01  1.282354e-01
 4.484340e+00  4.158949e+00 -3.253910e-01  1.372875e-01
 3.447220e+00  3.401658e+00 -4.556186e-02  1.607618e-01
 2.084374e+00  2.284154e+00  1.997801e-01  2.152171e-01
 7.998387e-01  1.020446e+00  2.206078e-01  2.613876e-01
 1.940469e-02  1.443550e-01  1.249503e-01  2.613876e-01
 2.921057e-05 -2.178608e-02 -2.181529e-02  2.613876e-01
 7.285977e-01  6.722619e-01 -5.633577e-02  2.613876e-01
 1.889364e+00  1.886942e+00 -2.421747e-03  2.259503e-01
 2.942955e+00  3.010347e+00  6.739143e-02  1.768235e-01
 3.366410e+00  3.476354e+00  1.099440e-01  1.630800e-01
 2.942955e+00  3.010417e+00  6.746196e-02  1.768235e-01
 1.889362e+00  1.886187e+00 -3.175128e-03  2.259504e-01
 7.285884e-01  7.014330e-01 -2.715543e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.443572e-01  1.249526e-01  2.613876e-01
 7.998387e-01  1.020466e+00  2.206276e-01  2.613876e-01
 2.084374e+00  2.284157e+00  1.997828e-01  2.152171e-01
 3.447223e+00  3.401513e+00 -4.570974e-02  1.607617e-01
 4.484344e+00  4.158312e+00 -3.260316e-01  1.372874e-01
 5.032698e+00  4.503017e+00 -5.296810e-01  1.282354e-01
 5.210998e+00  4.573747e+00 -6.372512e-01  1.256423e-01
 5.236732e+00  4.570520e+00 -6.662122e-01  1.252804e-01
