#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 1.758717e+00  1.551749e+00 -2.069688e-01  2.178764e-01
 2.643339e+00  2.191638e+00 -4.517005e-01  1.759982e-01
 2.909667e+00  2.595192e+00 -3.144742e-01  1.662593e-01
 2.960348e+00  2.662025e+00 -2.983229e-01  1.645498e-01
 2.927587e+00  2.679899e+00 -2.476876e-01  1.656499e-01
 2.875554e+00  2.710455e+00 -1.650988e-01  1.674348e-01
 2.685293e+00  2.627024e+00 -5.826899e-02  1.743759e-01
 2.081119e+00  2.146211e+00  6.509194e-02  2.011497e-01
 1.057507e+00  1.331605e+00  2.740981e-01  2.439028e-01
 2.042141e-01  5.787891e-01  3.745750e-01  2.441042e-01
 2.087919e-02  3.899918e-01  3.691126e-01  2.441042e-01
 6.122781e-01  9.232364e-01  3.109583e-01  2.441042e-01
 1.720603e+00  1.767199e+00  4.659664e-02  2.198703e-01
 2.574574e+00  2.521526e+00 -5.304822e-02  1.787322e-01
 2.898985e+00  3.002432e+00  1.034470e-01  1.666253e-01
 2.958953e+00  3.132000e+00  1.730471e-01  1.645963e-01
 2.918949e+00  3.139624e+00  2.206751e-01  1.659430e-01
 2.850289e+00  2.977393e+00  1.271045e-01  1.683186e-01
 2.606833e+00  2.538246e+00 -6.858771e-02  1.774379e-01
 2.010017e+00  1.630404e+00 -3.796138e-01  2.047529e-01
 1.133431e+00  6.319821e-01 -5.014492e-01  2.430296e-01
 2.916353e-01 -2.024906e-02 -3.118844e-01  2.441042e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.441042e-01
 5.368411e-01  6.631339e-01  1.262928e-01  2.441042e-01
