#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.574959e+00 -6.360396e-01  1.256423e-01
 5.032700e+00  4.504410e+00 -5.282906e-01  1.282354e-01
 4.484340e+00  4.160180e+00 -3.241601e-01  1.372875e-01
 3.447220e+00  3.402268e+00 -4.495243e-02  1.607618e-01
 2.084374e+00  2.284242e+00  1.998686e-01  2.152171e-01
 7.998387e-01  1.020387e+00  2.205481e-01  2.613876e-01
 1.940469e-02  1.443082e-01  1.249036e-01  2.613876e-01
 2.921057e-05 -2.178882e-02 -2.181803e-02  2.613876e-01
 7.285977e-01  6.723476e-01 -5.625010e-02  2.613876e-01
 1.889364e+00  1.887048e+00 -2.315710e-03  2.259503e-01
 2.942955e+00  3.010294e+00  6.733869e-02  1.768235e-01
 3.366410e+00  3.476176e+00  1.097658e-01  1.630800e-01
 2.942955e+00  3.010364e+00  6.740924e-02  1.768235e-01
 1.889362e+00  1.886293e+00 -3.068983e-03  2.259504e-01
 7.285884e-01  7.015185e-01 -2.706989e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.443105e-01  1.249058e-01  2.613876e-01
 7.998387e-01  1.020407e+00  2.205680e-01  2.613876e-01
 2.084374e+00  2.284245e+00  1.998713e-01  2.152171e-01
 3.447223e+00  3.402123e+00 -4.510026e-02  1.607617e-01
 4.484344e+00  4.159543e+00 -3.248006e-01  1.372874e-01
 5.032698e+00  4.504299e+00 -5.283992e-01  1.282354e-01
 5.210998e+00  4.574521e+00 -6.364772e-01  1.256423e-01
 5.236732e+00  4.570978e+00 -6.657539e-01  1.252804e-01
