#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.357368e+00 -8.536298e-01  1.256423e-01
 5.032700e+00  4.471779e+00 -5.609210e-01  1.282354e-01
 4.484340e+00  4.287089e+00 -1.972507e-01  1.372875e-01
 3.447220e+00  3.581220e+00  1.340004e-01  1.607618e-01
 2.084374e+00  2.430131e+00  3.457577e-01  2.152171e-01
 7.998387e-01  1.108269e+00  3.084301e-01  2.613876e-01
 1.940469e-02  1.815789e-01  1.621743e-01  2.613876e-01
 2.921057e-05 -2.191054e-02 -2.193975e-02  2.613876e-01
 7.285977e-01  6.398387e-01 -8.875903e-02  2.613876e-01
 1.889364e+00  1.807686e+00 -8.167808e-02  2.259503e-01
 2.942955e+00  2.867745e+00 -7.520977e-02  1.768235e-01
 3.366410e+00  3.300424e+00 -6.598575e-02  1.630800e-01
 2.942955e+00  2.867817e+00 -7.513861e-02  1.768235e-01
 1.889362e+00  1.806934e+00 -8.242769e-02  2.259504e-01
 7.285884e-01  6.689919e-01 -5.959657e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.815812e-01  1.621765e-01  2.613876e-01
 7.998387e-01  1.108289e+00  3.084501e-01  2.613876e-01
 2.084374e+00  2.430134e+00  3.457605e-01  2.152171e-01
 3.447223e+00  3.581078e+00  1.338545e-01  1.607617e-01
 4.484344e+00  4.286454e+00 -1.978896e-01  1.372874e-01
 5.032698e+00  4.471667e+00 -5.610317e-01  1.282354e-01
 5.210998e+00  4.356843e+00 -8.541550e-01  1.256423e-01
 5.236732e+00  4.271761e+00 -9.649715e-01  1.252804e-01
