#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.356666e+00 -8.543326e-01  1.256423e-01
 5.032700e+00  4.471418e+00 -5.612820e-01  1.282354e-01
 4.484340e+00  4.287104e+00 -1.972363e-01  1.372875e-01
 3.447220e+00  3.581502e+00  1.342820e-01  1.607618e-01
 2.084374e+00  2.430528e+00  3.461540e-01  2.152171e-01
 7.998387e-01  1.108635e+00  3.087966e-01  2.613876e-01
 1.940469e-02  1.817969e-01  1.623922e-01  2.613876e-01
 2.921057e-05 -2.191065e-02 -2.193986e-02  2.613876e-01
 7.285977e-01  6.396137e-01 -8.898402e-02  2.613876e-01
 1.889364e+00  1.807271e+00 -8.209329e-02  2.259503e-01
 2.942955e+00  2.867192e+00 -7.576329e-02  1.768235e-01
 3.366410e+00  3.299816e+00 -6.659399e-02  1.630800e-01
 2.942955e+00  2.867263e+00 -7.569213e-02  1.768235e-01
 1.889362e+00  1.806519e+00 -8.284290e-02  2.259504e-01
 7.285884e-01  6.687669e-01 -5.982157e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.817991e-01  1.623944e-01  2.613876e-01
 7.998387e-01  1.108655e+00  3.088166e-01  2.613876e-01
 2.084374e+00  2.430531e+00  3.461568e-01  2.152171e-01
 3.447223e+00  3.581359e+00  1.341361e-01  1.607617e-01
 4.484344e+00  4.286469e+00 -1.978752e-01  1.372874e-01
 5.032698e+00  4.471306e+00 -5.613927e-01  1.282354e-01
 5.210998e+00  4.356140e+00 -8.548579e-01  1.256423e-01
 5.236732e+00  4.270919e+00 -9.658128e-01  1.252804e-01
