#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.578912e+00 -6.320866e-01  1.256423e-01
 5.032700e+00  4.501485e+00 -5.312151e-01  1.282354e-01
 4.484340e+00  4.161106e+00 -3.232340e-01  1.372875e-01
 3.447220e+00  3.416972e+00 -3.024828e-02  1.607618e-01
 2.084374e+00  2.307607e+00  2.232334e-01  2.152171e-01
 7.998387e-01  1.039453e+00  2.396144e-01  2.613876e-01
 1.940469e-02  1.523226e-01  1.329179e-01  2.613876e-01
 2.921057e-05 -2.174241e-02 -2.177162e-02  2.613876e-01
 7.285977e-01  6.741734e-01 -5.442430e-02  2.613876e-01
 1.889364e+00  1.902652e+00  1.328818e-02  2.259503e-01
 2.942955e+00  3.045319e+00  1.023633e-01  1.768235e-01
 3.366410e+00  3.520797e+00  1.543872e-01  1.630800e-01
 2.942955e+00  3.045389e+00  1.024336e-01  1.768235e-01
 1.889362e+00  1.901895e+00  1.253321e-02  2.259504e-01
 7.285884e-01  7.033479e-01 -2.524054e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.523248e-01  1.329202e-01  2.613876e-01
 7.998387e-01  1.039473e+00  2.396342e-01  2.613876e-01
 2.084374e+00  2.307610e+00  2.232362e-01  2.152171e-01
 3.447223e+00  3.416826e+00 -3.039687e-02  1.607617e-01
 4.484344e+00  4.160469e+00 -3.238748e-01  1.372874e-01
 5.032698e+00  4.501376e+00 -5.313228e-01  1.282354e-01
 5.210998e+00  4.578508e+00 -6.324902e-01  1.256423e-01
 5.236732e+00  4.579789e+00 -6.569428e-01  1.252804e-01
