#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 5.210998e+00  4.574579e+00 -6.364187e-01  1.256423e-01
 5.032700e+00  4.503805e+00 -5.288956e-01  1.282354e-01
 4.484340e+00  4.159605e+00 -3.247344e-01  1.372875e-01
 3.447220e+00  3.401983e+00 -4.523672e-02  1.607618e-01
 2.084374e+00  2.284198e+00  1.998245e-01  2.152171e-01
 7.998387e-01  1.020412e+00  2.205728e-01  2.613876e-01
 1.940469e-02  1.443290e-01  1.249243e-01  2.613876e-01
 2.921057e-05 -2.178756e-02 -2.181677e-02  2.613876e-01
 7.285977e-01  6.723043e-01 -5.629345e-02  2.613876e-01
 1.889364e+00  1.886986e+00 -2.377618e-03  2.259503e-01
 2.942955e+00  3.010295e+00  6.733979e-02  1.768235e-01
 3.366410e+00  3.476230e+00  1.098203e-01  1.630800e-01
 2.942955e+00  3.010366e+00  6.741034e-02  1.768235e-01
 1.889362e+00  1.886231e+00 -3.130943e-03  2.259504e-01
 7.285884e-01  7.014752e-01 -2.711319e-02  2.613876e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.613876e-01
 1.940469e-02  1.443312e-01  1.249265e-01  2.613876e-01
 7.998387e-01  1.020431e+00  2.205927e-01  2.613876e-01
 2.084374e+00  2.284201e+00  1.998273e-01  2.152171e-01
 3.447223e+00  3.401838e+00 -4.538457e-02  1.607617e-01
 4.484344e+00  4.158969e+00 -3.253749e-01  1.372874e-01
 5.032698e+00  4.503694e+00 -5.290042e-01  1.282354e-01
 5.210998e+00  4.574142e+00 -6.368554e-01  1.256423e-01
 5.236732e+00  4.570742e+00 -6.659895e-01  1.252804e-01
