#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 1.081157e+00  1.008368e+00 -7.278941e-02  2.134019e-01
 1.011242e-01 -5.247069e-02 -1.535949e-01  2.137524e-01
 1.885039e-04 -1.581952e-03 -1.770456e-03  2.137524e-01
 7.574311e-01  8.928346e-01  1.354035e-01  2.137524e-01
 1.770055e+00  1.935269e+00  1.652137e-01  1.902647e-01
 2.247264e+00  2.403345e+00  1.560814e-01  1.690577e-01
 1.775893e+00  1.942018e+00  1.661243e-01  1.899961e-01
 7.686505e-01  9.000023e-01  1.313518e-01  2.137524e-01
 1.819903e-03  7.320941e-04 -1.087809e-03  2.137524e-01
 1.021146e-01 -5.260954e-02 -1.547241e-01  2.137524e-01
 1.075660e+00  1.000045e+00 -7.561483e-02  2.134476e-01
 1.904862e+00  2.022653e+00  1.177908e-01  1.840629e-01
 1.075864e+00  1.000310e+00 -7.555380e-02  2.134460e-01
 1.021245e-01 -5.306379e-02 -1.551883e-01  2.137524e-01
 1.434738e-03  1.244628e-03 -1.901101e-04  2.137524e-01
 7.686049e-01  8.997824e-01  1.311775e-01  2.137524e-01
 1.775929e+00  1.941967e+00  1.660379e-01  1.899944e-01
 2.247218e+00  2.403448e+00  1.562297e-01  1.690596e-01
 1.770127e+00  1.935424e+00  1.652963e-01  1.902613e-01
 7.576089e-01  8.925505e-01  1.349417e-01  2.137524e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.137524e-01
 1.004672e-01 -5.240315e-02 -1.528703e-01  2.137524e-01
 1.081164e+00  1.008376e+00 -7.278812e-02  2.134018e-01
 1.904706e+00  2.013468e+00  1.087626e-01  1.840701e-01
